customer_id,label_window_start,label_window_end,converted
KH001388,2023-07-01,2023-09-30,1
KH001389,2023-07-01,2023-09-30,0
KH001390,2023-07-01,2023-09-30,0
KH001391,2023-07-01,2023-09-30,1
KH001392,2023-07-01,2023-09-30,1
KH001393,2023-07-01,2023-09-30,0
KH001394,2023-07-01,2023-09-30,1
KH001395,2023-07-01,2023-09-30,0
KH001396,2023-07-01,2023-09-30,1
KH001397,2023-07-01,2023-09-30,0
KH001398,2023-07-01,2023-09-30,0
KH001399,2023-07-01,2023-09-30,1
KH001400,2023-07-01,2023-09-30,1
KH001401,2023-07-01,2023-09-30,1
KH001402,2023-07-01,2023-09-30,1
KH001403,2023-07-01,2023-09-30,0
KH001404,2023-07-01,2023-09-30,1
KH001405,2023-07-01,2023-09-30,1
KH001406,2023-07-01,2023-09-30,1
KH001407,2023-07-01,2023-09-30,1
KH001408,2023-07-01,2023-09-30,0
KH001409,2023-07-01,2023-09-30,1
KH001410,2023-07-01,2023-09-30,1
KH001411,2023-07-01,2023-09-30,0
KH001412,2023-07-01,2023-09-30,1
KH001413,2023-07-01,2023-09-30,1
KH001414,2023-07-01,2023-09-30,1
KH001415,2023-07-01,2023-09-30,1
KH001416,2023-07-01,2023-09-30,1
KH001417,2023-07-01,2023-09-30,1
KH001418,2023-07-01,2023-09-30,1
KH001419,2023-07-01,2023-09-30,1
KH001420,2023-07-01,2023-09-30,1
KH001421,2023-07-01,2023-09-30,1
KH001422,2023-07-01,2023-09-30,1
KH001423,2023-07-01,2023-09-30,1
KH001424,2023-07-01,2023-09-30,1
KH001425,2023-07-01,2023-09-30,0
KH001426,2023-07-01,2023-09-30,0
KH001427,2023-07-01,2023-09-30,0
KH001428,2023-07-01,2023-09-30,0
KH001429,2023-07-01,2023-09-30,1
KH001430,2023-07-01,2023-09-30,0
KH001431,2023-07-01,2023-09-30,0
KH001432,2023-07-01,2023-09-30,0
KH001433,2023-07-01,2023-09-30,1
KH001434,2023-07-01,2023-09-30,0
KH001435,2023-07-01,2023-09-30,1
KH001436,2023-07-01,2023-09-30,1
KH001437,2023-07-01,2023-09-30,1
KH001438,2023-07-01,2023-09-30,1
KH001439,2023-07-01,2023-09-30,1
KH001440,2023-07-01,2023-09-30,0
KH001441,2023-07-01,2023-09-30,1
KH001442,2023-07-01,2023-09-30,0
KH001443,2023-07-01,2023-09-30,1
KH001444,2023-07-01,2023-09-30,0
KH001445,2023-07-01,2023-09-30,1
KH001446,2023-07-01,2023-09-30,1
KH001447,2023-07-01,2023-09-30,1
KH001448,2023-07-01,2023-09-30,1
KH001449,2023-07-01,2023-09-30,0
KH001450,2023-07-01,2023-09-30,0
KH001451,2023-07-01,2023-09-30,1
KH001452,2023-07-01,2023-09-30,0
KH001453,2023-07-01,2023-09-30,1
KH001454,2023-07-01,2023-09-30,0
KH001455,2023-07-01,2023-09-30,1
KH001456,2023-07-01,2023-09-30,1
KH001457,2023-07-01,2023-09-30,0
KH001458,2023-07-01,2023-09-30,1
KH001459,2023-07-01,2023-09-30,1
KH001460,2023-07-01,2023-09-30,1
KH001461,2023-07-01,2023-09-30,1
KH001462,2023-07-01,2023-09-30,1
KH001463,2023-07-01,2023-09-30,0
KH001464,2023-07-01,2023-09-30,1
KH001465,2023-07-01,2023-09-30,1
KH001466,2023-07-01,2023-09-30,1
KH001467,2023-07-01,2023-09-30,1
KH001468,2023-07-01,2023-09-30,0
KH001469,2023-07-01,2023-09-30,1
KH001470,2023-07-01,2023-09-30,1
KH001471,2023-07-01,2023-09-30,1
KH001472,2023-07-01,2023-09-30,0
KH001473,2023-07-01,2023-09-30,0
KH001474,2023-07-01,2023-09-30,0
KH001475,2023-07-01,2023-09-30,1
KH001476,2023-07-01,2023-09-30,1
KH001477,2023-07-01,2023-09-30,1
KH001478,2023-07-01,2023-09-30,0
KH001479,2023-07-01,2023-09-30,0
KH001480,2023-07-01,2023-09-30,1
KH001481,2023-07-01,2023-09-30,1
KH001482,2023-07-01,2023-09-30,1
KH001483,2023-07-01,2023-09-30,0
KH001484,2023-07-01,2023-09-30,1
KH001485,2023-07-01,2023-09-30,1
KH001486,2023-07-01,2023-09-30,0
KH001487,2023-07-01,2023-09-30,0
KH001488,2023-07-01,2023-09-30,0
KH001489,2023-07-01,2023-09-30,1
KH001490,2023-07-01,2023-09-30,0
KH001491,2023-07-01,2023-09-30,1
KH001492,2023-07-01,2023-09-30,0
KH001493,2023-07-01,2023-09-30,1
KH001494,2023-07-01,2023-09-30,1
KH001495,2023-07-01,2023-09-30,1
KH001496,2023-07-01,2023-09-30,1
KH001497,2023-07-01,2023-09-30,1
KH001498,2023-07-01,2023-09-30,1
KH001499,2023-07-01,2023-09-30,0
KH001500,2023-07-01,2023-09-30,1
KH001501,2023-07-01,2023-09-30,1
KH001502,2023-07-01,2023-09-30,1
KH001503,2023-07-01,2023-09-30,1
KH001504,2023-07-01,2023-09-30,1
KH001505,2023-07-01,2023-09-30,1
KH001506,2023-07-01,2023-09-30,1
KH001507,2023-07-01,2023-09-30,1
KH001508,2023-07-01,2023-09-30,1
KH001509,2023-07-01,2023-09-30,1
KH001510,2023-07-01,2023-09-30,1
KH001511,2023-07-01,2023-09-30,1
KH001512,2023-07-01,2023-09-30,0
KH001513,2023-07-01,2023-09-30,0
KH001514,2023-07-01,2023-09-30,1
KH001515,2023-07-01,2023-09-30,1
KH001516,2023-07-01,2023-09-30,1
KH001517,2023-07-01,2023-09-30,1
KH001518,2023-07-01,2023-09-30,1
KH001519,2023-07-01,2023-09-30,1
KH001520,2023-07-01,2023-09-30,1
KH001521,2023-07-01,2023-09-30,0
KH001522,2023-07-01,2023-09-30,0
KH001523,2023-07-01,2023-09-30,1
KH001524,2023-07-01,2023-09-30,0
KH001525,2023-07-01,2023-09-30,1
KH001526,2023-07-01,2023-09-30,1
KH001527,2023-07-01,2023-09-30,1
KH001528,2023-07-01,2023-09-30,1
KH001529,2023-07-01,2023-09-30,0
KH001530,2023-07-01,2023-09-30,0
KH001531,2023-07-01,2023-09-30,1
KH001532,2023-07-01,2023-09-30,1
KH001533,2023-07-01,2023-09-30,0
KH001534,2023-07-01,2023-09-30,1
KH001535,2023-07-01,2023-09-30,1
KH001536,2023-07-01,2023-09-30,1
KH001537,2023-07-01,2023-09-30,0
KH001538,2023-07-01,2023-09-30,1
KH001539,2023-07-01,2023-09-30,1
KH001540,2023-07-01,2023-09-30,1
KH001541,2023-07-01,2023-09-30,1
KH001542,2023-07-01,2023-09-30,1
KH001543,2023-07-01,2023-09-30,1
KH001544,2023-07-01,2023-09-30,0
KH001545,2023-07-01,2023-09-30,1
KH001546,2023-07-01,2023-09-30,1
KH001547,2023-07-01,2023-09-30,0
KH001548,2023-07-01,2023-09-30,1
KH001549,2023-07-01,2023-09-30,1
KH001550,2023-07-01,2023-09-30,1
KH001551,2023-07-01,2023-09-30,1
KH001552,2023-07-01,2023-09-30,1
KH001553,2023-07-01,2023-09-30,1
KH001554,2023-07-01,2023-09-30,1
KH001555,2023-07-01,2023-09-30,1
KH001556,2023-07-01,2023-09-30,1
KH001557,2023-07-01,2023-09-30,0
KH001558,2023-07-01,2023-09-30,1
KH001559,2023-07-01,2023-09-30,0
KH001560,2023-07-01,2023-09-30,1
KH001561,2023-07-01,2023-09-30,1
KH001562,2023-07-01,2023-09-30,1
KH001563,2023-07-01,2023-09-30,1
KH001564,2023-07-01,2023-09-30,1
KH001565,2023-07-01,2023-09-30,0
KH001566,2023-07-01,2023-09-30,1
KH001567,2023-07-01,2023-09-30,1
KH001568,2023-07-01,2023-09-30,1
KH001569,2023-07-01,2023-09-30,0
KH001570,2023-07-01,2023-09-30,1
KH001571,2023-07-01,2023-09-30,1
KH001572,2023-07-01,2023-09-30,1
KH001573,2023-07-01,2023-09-30,1
KH001574,2023-07-01,2023-09-30,1
KH001575,2023-07-01,2023-09-30,1
KH001576,2023-07-01,2023-09-30,0
KH001577,2023-07-01,2023-09-30,1
KH001578,2023-07-01,2023-09-30,1
KH001579,2023-07-01,2023-09-30,0
KH001580,2023-07-01,2023-09-30,1
KH001581,2023-07-01,2023-09-30,1
KH001582,2023-07-01,2023-09-30,0
KH001583,2023-07-01,2023-09-30,1
KH001584,2023-07-01,2023-09-30,1
KH001585,2023-07-01,2023-09-30,1
KH001586,2023-07-01,2023-09-30,0
KH001587,2023-07-01,2023-09-30,0
KH001588,2023-07-01,2023-09-30,1
KH001589,2023-07-01,2023-09-30,1
KH001590,2023-07-01,2023-09-30,1
KH001591,2023-07-01,2023-09-30,0
KH001592,2023-07-01,2023-09-30,1
KH001593,2023-07-01,2023-09-30,1
KH001594,2023-07-01,2023-09-30,0
KH001595,2023-07-01,2023-09-30,1
KH001596,2023-07-01,2023-09-30,1
KH001597,2023-07-01,2023-09-30,1
KH001598,2023-07-01,2023-09-30,0
KH001599,2023-07-01,2023-09-30,0
KH001600,2023-07-01,2023-09-30,0
KH001601,2023-07-01,2023-09-30,1
KH001602,2023-07-01,2023-09-30,1
KH001603,2023-07-01,2023-09-30,0
KH001604,2023-07-01,2023-09-30,0
KH001605,2023-07-01,2023-09-30,1
KH001606,2023-07-01,2023-09-30,1
KH001607,2023-07-01,2023-09-30,1
KH001608,2023-07-01,2023-09-30,0
KH001609,2023-07-01,2023-09-30,0
KH001610,2023-07-01,2023-09-30,1
KH001611,2023-07-01,2023-09-30,1
KH001612,2023-07-01,2023-09-30,1
KH001613,2023-07-01,2023-09-30,1
KH001614,2023-07-01,2023-09-30,0
KH001615,2023-07-01,2023-09-30,1
KH001616,2023-07-01,2023-09-30,1
KH001617,2023-07-01,2023-09-30,1
KH001618,2023-07-01,2023-09-30,0
KH001619,2023-07-01,2023-09-30,1
KH001620,2023-07-01,2023-09-30,1
KH001621,2023-07-01,2023-09-30,1
KH001622,2023-07-01,2023-09-30,1
KH001623,2023-07-01,2023-09-30,1
KH001624,2023-07-01,2023-09-30,1
KH001625,2023-07-01,2023-09-30,0
KH001626,2023-07-01,2023-09-30,0
KH001627,2023-07-01,2023-09-30,1
KH001628,2023-07-01,2023-09-30,1
KH001629,2023-07-01,2023-09-30,1
KH001630,2023-07-01,2023-09-30,1
KH001631,2023-07-01,2023-09-30,1
KH001632,2023-07-01,2023-09-30,1
KH001633,2023-07-01,2023-09-30,1
KH001634,2023-07-01,2023-09-30,0
KH001635,2023-07-01,2023-09-30,1
KH001636,2023-07-01,2023-09-30,1
KH001637,2023-07-01,2023-09-30,1
KH001638,2023-07-01,2023-09-30,1
KH001639,2023-07-01,2023-09-30,1
KH001640,2023-07-01,2023-09-30,0
KH001641,2023-07-01,2023-09-30,1
KH001642,2023-07-01,2023-09-30,1
KH001643,2023-07-01,2023-09-30,1
KH001644,2023-07-01,2023-09-30,1
KH001645,2023-07-01,2023-09-30,1
KH001646,2023-07-01,2023-09-30,1
KH001647,2023-07-01,2023-09-30,1
KH001648,2023-07-01,2023-09-30,1
KH001649,2023-07-01,2023-09-30,1
KH001650,2023-07-01,2023-09-30,1
KH001651,2023-07-01,2023-09-30,0
KH001652,2023-07-01,2023-09-30,1
KH001653,2023-07-01,2023-09-30,1
KH001654,2023-07-01,2023-09-30,1
KH001655,2023-07-01,2023-09-30,1
KH001656,2023-07-01,2023-09-30,1
KH001657,2023-07-01,2023-09-30,1
KH001658,2023-07-01,2023-09-30,1
KH001659,2023-07-01,2023-09-30,1
KH001660,2023-07-01,2023-09-30,1
KH001661,2023-07-01,2023-09-30,1
KH001662,2023-07-01,2023-09-30,1
KH001663,2023-07-01,2023-09-30,0
KH001664,2023-07-01,2023-09-30,1
KH001665,2023-07-01,2023-09-30,1
KH001666,2023-07-01,2023-09-30,1
KH001667,2023-07-01,2023-09-30,1
KH001668,2023-07-01,2023-09-30,1
KH001669,2023-07-01,2023-09-30,1
KH001670,2023-07-01,2023-09-30,1
KH001671,2023-07-01,2023-09-30,1
KH001672,2023-07-01,2023-09-30,0
KH001673,2023-07-01,2023-09-30,1
KH001674,2023-07-01,2023-09-30,1
KH001675,2023-07-01,2023-09-30,1
KH001676,2023-07-01,2023-09-30,1
KH001677,2023-07-01,2023-09-30,1
KH001678,2023-07-01,2023-09-30,1
KH001679,2023-07-01,2023-09-30,1
KH001680,2023-07-01,2023-09-30,1
KH001681,2023-07-01,2023-09-30,1
KH001682,2023-07-01,2023-09-30,1
KH001683,2023-07-01,2023-09-30,1
KH001684,2023-07-01,2023-09-30,1
KH001685,2023-07-01,2023-09-30,1
KH001686,2023-07-01,2023-09-30,1
KH001687,2023-07-01,2023-09-30,0
KH001688,2023-07-01,2023-09-30,1
KH001689,2023-07-01,2023-09-30,1
KH001690,2023-07-01,2023-09-30,1
KH001691,2023-07-01,2023-09-30,1
KH001692,2023-07-01,2023-09-30,1
KH001693,2023-07-01,2023-09-30,0
KH001694,2023-07-01,2023-09-30,0
KH001695,2023-07-01,2023-09-30,1
KH001696,2023-07-01,2023-09-30,0
KH001697,2023-07-01,2023-09-30,0
KH001698,2023-07-01,2023-09-30,1
KH001699,2023-07-01,2023-09-30,0
KH001700,2023-07-01,2023-09-30,1
KH001701,2023-07-01,2023-09-30,1
KH001702,2023-07-01,2023-09-30,0
KH001703,2023-07-01,2023-09-30,1
KH001704,2023-07-01,2023-09-30,1
KH001705,2023-07-01,2023-09-30,1
KH001706,2023-07-01,2023-09-30,0
KH001707,2023-07-01,2023-09-30,1
KH001708,2023-07-01,2023-09-30,1
KH001709,2023-07-01,2023-09-30,1
KH001710,2023-07-01,2023-09-30,1
KH001711,2023-07-01,2023-09-30,1
KH001712,2023-07-01,2023-09-30,1
KH001713,2023-07-01,2023-09-30,1
KH001714,2023-07-01,2023-09-30,1
KH001715,2023-07-01,2023-09-30,1
KH001716,2023-07-01,2023-09-30,1
KH001717,2023-07-01,2023-09-30,1
KH001718,2023-07-01,2023-09-30,0
KH001719,2023-07-01,2023-09-30,1
KH001720,2023-07-01,2023-09-30,1
KH001721,2023-07-01,2023-09-30,1
KH001722,2023-07-01,2023-09-30,1
KH001723,2023-07-01,2023-09-30,1
KH001724,2023-07-01,2023-09-30,1
KH001725,2023-07-01,2023-09-30,1
KH001726,2023-07-01,2023-09-30,1
KH001727,2023-07-01,2023-09-30,1
KH001728,2023-07-01,2023-09-30,1
KH001729,2023-07-01,2023-09-30,1
KH001730,2023-07-01,2023-09-30,1
KH001731,2023-07-01,2023-09-30,1
KH001732,2023-07-01,2023-09-30,1
KH001733,2023-07-01,2023-09-30,1
KH001734,2023-07-01,2023-09-30,0
KH001735,2023-07-01,2023-09-30,0
KH001736,2023-07-01,2023-09-30,0
KH001737,2023-07-01,2023-09-30,0
KH001738,2023-07-01,2023-09-30,1
KH001739,2023-07-01,2023-09-30,1
KH001740,2023-07-01,2023-09-30,0
KH001741,2023-07-01,2023-09-30,1
KH001742,2023-07-01,2023-09-30,0
KH001743,2023-07-01,2023-09-30,0
KH001744,2023-07-01,2023-09-30,0
KH001745,2023-07-01,2023-09-30,1
KH001746,2023-07-01,2023-09-30,1
KH001747,2023-07-01,2023-09-30,0
KH001748,2023-07-01,2023-09-30,1
KH001749,2023-07-01,2023-09-30,1
KH001750,2023-07-01,2023-09-30,1
KH001751,2023-07-01,2023-09-30,1
KH001752,2023-07-01,2023-09-30,1
KH001753,2023-07-01,2023-09-30,1
KH001754,2023-07-01,2023-09-30,0
KH001755,2023-07-01,2023-09-30,1
KH001756,2023-07-01,2023-09-30,0
KH001757,2023-07-01,2023-09-30,1
KH001758,2023-07-01,2023-09-30,1
KH001759,2023-07-01,2023-09-30,1
KH001760,2023-07-01,2023-09-30,1
KH001761,2023-07-01,2023-09-30,0
KH001762,2023-07-01,2023-09-30,1
KH001763,2023-07-01,2023-09-30,0
KH001764,2023-07-01,2023-09-30,1
KH001765,2023-07-01,2023-09-30,1
KH001766,2023-07-01,2023-09-30,1
KH001767,2023-07-01,2023-09-30,0
KH001768,2023-07-01,2023-09-30,1
KH001769,2023-07-01,2023-09-30,1
KH001770,2023-07-01,2023-09-30,0
KH001771,2023-07-01,2023-09-30,1
KH001772,2023-07-01,2023-09-30,0
KH001773,2023-07-01,2023-09-30,1
KH001774,2023-07-01,2023-09-30,1
KH001775,2023-07-01,2023-09-30,1
KH001776,2023-07-01,2023-09-30,0
KH001777,2023-07-01,2023-09-30,1
KH001778,2023-07-01,2023-09-30,1
KH001779,2023-07-01,2023-09-30,1
KH001780,2023-07-01,2023-09-30,1
KH001781,2023-07-01,2023-09-30,1
KH001782,2023-07-01,2023-09-30,0
KH001783,2023-07-01,2023-09-30,0
KH001784,2023-07-01,2023-09-30,0
KH001785,2023-07-01,2023-09-30,1
KH001786,2023-07-01,2023-09-30,1
KH001787,2023-07-01,2023-09-30,1
KH001788,2023-07-01,2023-09-30,1
KH001789,2023-07-01,2023-09-30,1
KH001790,2023-07-01,2023-09-30,1
KH001791,2023-07-01,2023-09-30,0
KH001792,2023-07-01,2023-09-30,1
KH001793,2023-07-01,2023-09-30,1
KH001794,2023-07-01,2023-09-30,1
KH001795,2023-07-01,2023-09-30,1
KH001796,2023-07-01,2023-09-30,0
KH001797,2023-07-01,2023-09-30,0
KH001798,2023-07-01,2023-09-30,1
KH001799,2023-07-01,2023-09-30,1
KH001800,2023-07-01,2023-09-30,1
KH001801,2023-07-01,2023-09-30,1
KH001802,2023-07-01,2023-09-30,0
KH001803,2023-07-01,2023-09-30,1
KH001804,2023-07-01,2023-09-30,1
KH001805,2023-07-01,2023-09-30,1
KH001806,2023-07-01,2023-09-30,1
KH001807,2023-07-01,2023-09-30,1
KH001808,2023-07-01,2023-09-30,1
KH001809,2023-07-01,2023-09-30,1
KH001810,2023-07-01,2023-09-30,0
KH001811,2023-07-01,2023-09-30,0
KH001812,2023-07-01,2023-09-30,1
KH001813,2023-07-01,2023-09-30,1
KH001814,2023-07-01,2023-09-30,1
KH001815,2023-07-01,2023-09-30,0
KH001816,2023-07-01,2023-09-30,1
KH001817,2023-07-01,2023-09-30,1
KH001818,2023-07-01,2023-09-30,0
KH001819,2023-07-01,2023-09-30,1
KH001820,2023-07-01,2023-09-30,1
KH001821,2023-07-01,2023-09-30,0
KH001822,2023-07-01,2023-09-30,1
KH001823,2023-07-01,2023-09-30,1
KH001824,2023-07-01,2023-09-30,0
KH001825,2023-07-01,2023-09-30,1
KH001826,2023-07-01,2023-09-30,1
KH001827,2023-07-01,2023-09-30,1
KH001828,2023-07-01,2023-09-30,0
KH001829,2023-07-01,2023-09-30,1
KH001830,2023-07-01,2023-09-30,1
KH001831,2023-07-01,2023-09-30,1
KH001832,2023-07-01,2023-09-30,0
KH001833,2023-07-01,2023-09-30,0
KH001834,2023-07-01,2023-09-30,0
KH001835,2023-07-01,2023-09-30,1
KH001836,2023-07-01,2023-09-30,0
KH001837,2023-07-01,2023-09-30,1
KH001838,2023-07-01,2023-09-30,1
KH001839,2023-07-01,2023-09-30,1
KH001840,2023-07-01,2023-09-30,1
KH001841,2023-07-01,2023-09-30,1
KH001842,2023-07-01,2023-09-30,1
KH001843,2023-07-01,2023-09-30,1
KH001844,2023-07-01,2023-09-30,1
KH001845,2023-07-01,2023-09-30,0
KH001846,2023-07-01,2023-09-30,1
KH001847,2023-07-01,2023-09-30,0
KH001848,2023-07-01,2023-09-30,0
KH001849,2023-07-01,2023-09-30,1
KH001850,2023-07-01,2023-09-30,1
KH001851,2023-07-01,2023-09-30,1
KH001852,2023-07-01,2023-09-30,1
KH001853,2023-07-01,2023-09-30,1
KH001854,2023-07-01,2023-09-30,0
KH001855,2023-07-01,2023-09-30,1
KH001856,2023-07-01,2023-09-30,1
KH001857,2023-07-01,2023-09-30,1
KH001858,2023-07-01,2023-09-30,1
KH001859,2023-07-01,2023-09-30,1
KH001860,2023-07-01,2023-09-30,1
KH001861,2023-07-01,2023-09-30,1
KH001862,2023-07-01,2023-09-30,0
KH001863,2023-07-01,2023-09-30,1
KH001864,2023-07-01,2023-09-30,1
KH001865,2023-07-01,2023-09-30,0
KH001866,2023-07-01,2023-09-30,1
KH001867,2023-07-01,2023-09-30,1
KH001868,2023-07-01,2023-09-30,1
KH001869,2023-07-01,2023-09-30,0
KH001870,2023-07-01,2023-09-30,1
KH001871,2023-07-01,2023-09-30,1
KH001872,2023-07-01,2023-09-30,0
KH001873,2023-07-01,2023-09-30,1
KH001874,2023-07-01,2023-09-30,1
KH001875,2023-07-01,2023-09-30,0
KH001876,2023-07-01,2023-09-30,1
KH001877,2023-07-01,2023-09-30,1
KH001878,2023-07-01,2023-09-30,1
KH001879,2023-07-01,2023-09-30,1
KH001880,2023-07-01,2023-09-30,1
KH001881,2023-07-01,2023-09-30,0
KH001882,2023-07-01,2023-09-30,1
KH001883,2023-07-01,2023-09-30,1
KH001884,2023-07-01,2023-09-30,1
KH001885,2023-07-01,2023-09-30,1
KH001886,2023-07-01,2023-09-30,0
KH001887,2023-07-01,2023-09-30,1
KH001888,2023-07-01,2023-09-30,0
KH001889,2023-07-01,2023-09-30,0
KH001890,2023-07-01,2023-09-30,1
KH001891,2023-07-01,2023-09-30,1
KH001892,2023-07-01,2023-09-30,0
KH001893,2023-07-01,2023-09-30,0
KH001894,2023-07-01,2023-09-30,0
KH001895,2023-07-01,2023-09-30,1
KH001896,2023-07-01,2023-09-30,1
KH001897,2023-07-01,2023-09-30,1
KH001898,2023-07-01,2023-09-30,1
KH001899,2023-07-01,2023-09-30,1
KH001900,2023-07-01,2023-09-30,1
KH001901,2023-07-01,2023-09-30,0
KH001902,2023-07-01,2023-09-30,0
KH001903,2023-07-01,2023-09-30,1
KH001904,2023-07-01,2023-09-30,0
KH001905,2023-07-01,2023-09-30,1
KH001906,2023-07-01,2023-09-30,1
KH001907,2023-07-01,2023-09-30,0
KH001908,2023-07-01,2023-09-30,1
KH001909,2023-07-01,2023-09-30,1
KH001910,2023-07-01,2023-09-30,1
KH001911,2023-07-01,2023-09-30,0
KH001912,2023-07-01,2023-09-30,1
KH001913,2023-07-01,2023-09-30,1
KH001914,2023-07-01,2023-09-30,1
KH001915,2023-07-01,2023-09-30,1
KH001916,2023-07-01,2023-09-30,1
KH001917,2023-07-01,2023-09-30,0
KH001918,2023-07-01,2023-09-30,0
KH001919,2023-07-01,2023-09-30,0
KH001920,2023-07-01,2023-09-30,1
KH001921,2023-07-01,2023-09-30,1
KH001922,2023-07-01,2023-09-30,0
KH001923,2023-07-01,2023-09-30,0
KH001924,2023-07-01,2023-09-30,0
KH001925,2023-07-01,2023-09-30,1
KH001926,2023-07-01,2023-09-30,1
KH001927,2023-07-01,2023-09-30,1
KH001928,2023-07-01,2023-09-30,0
KH001929,2023-07-01,2023-09-30,1
KH001930,2023-07-01,2023-09-30,1
KH001931,2023-07-01,2023-09-30,1
KH001932,2023-07-01,2023-09-30,0
KH001933,2023-07-01,2023-09-30,0
KH001934,2023-07-01,2023-09-30,1
KH001935,2023-07-01,2023-09-30,0
KH001936,2023-07-01,2023-09-30,1
KH001937,2023-07-01,2023-09-30,1
KH001938,2023-07-01,2023-09-30,1
KH001939,2023-07-01,2023-09-30,1
KH001940,2023-07-01,2023-09-30,1
KH001941,2023-07-01,2023-09-30,1
KH001942,2023-07-01,2023-09-30,0
KH001943,2023-07-01,2023-09-30,1
KH001944,2023-07-01,2023-09-30,1
KH001945,2023-07-01,2023-09-30,0
KH001946,2023-07-01,2023-09-30,1
KH001947,2023-07-01,2023-09-30,0
KH001948,2023-07-01,2023-09-30,0
KH001949,2023-07-01,2023-09-30,0
KH001950,2023-07-01,2023-09-30,1
KH001951,2023-07-01,2023-09-30,0
KH001952,2023-07-01,2023-09-30,1
KH001953,2023-07-01,2023-09-30,0
KH001954,2023-07-01,2023-09-30,1
KH001955,2023-07-01,2023-09-30,0
KH001956,2023-07-01,2023-09-30,1
KH001957,2023-07-01,2023-09-30,1
KH001958,2023-07-01,2023-09-30,0
KH001959,2023-07-01,2023-09-30,0
KH001960,2023-07-01,2023-09-30,1
KH001961,2023-07-01,2023-09-30,1
KH001962,2023-07-01,2023-09-30,1
KH001963,2023-07-01,2023-09-30,1
KH001964,2023-07-01,2023-09-30,1
KH001965,2023-07-01,2023-09-30,0
KH001966,2023-07-01,2023-09-30,1
KH001967,2023-07-01,2023-09-30,1
KH001968,2023-07-01,2023-09-30,1
KH001969,2023-07-01,2023-09-30,1
KH001970,2023-07-01,2023-09-30,1
KH001971,2023-07-01,2023-09-30,0
KH001972,2023-07-01,2023-09-30,1
KH001973,2023-07-01,2023-09-30,0
KH001974,2023-07-01,2023-09-30,1
KH001975,2023-07-01,2023-09-30,0
KH001976,2023-07-01,2023-09-30,1
KH001977,2023-07-01,2023-09-30,0
KH001978,2023-07-01,2023-09-30,0
KH001979,2023-07-01,2023-09-30,1
KH001980,2023-07-01,2023-09-30,0
KH001981,2023-07-01,2023-09-30,0
KH001982,2023-07-01,2023-09-30,0
KH001983,2023-07-01,2023-09-30,1
KH001984,2023-07-01,2023-09-30,1
KH001985,2023-07-01,2023-09-30,1
KH001986,2023-07-01,2023-09-30,1
KH001987,2023-07-01,2023-09-30,1
KH001988,2023-07-01,2023-09-30,1
KH001989,2023-07-01,2023-09-30,1
KH001990,2023-07-01,2023-09-30,0
KH001991,2023-07-01,2023-09-30,1
KH001992,2023-07-01,2023-09-30,1
KH001993,2023-07-01,2023-09-30,1
KH001994,2023-07-01,2023-09-30,1
KH001995,2023-07-01,2023-09-30,0
KH001996,2023-07-01,2023-09-30,1
KH001997,2023-07-01,2023-09-30,1
KH001998,2023-07-01,2023-09-30,1
KH001999,2023-07-01,2023-09-30,0
KH002000,2023-07-01,2023-09-30,1
KH002001,2023-07-01,2023-09-30,0
KH002002,2023-07-01,2023-09-30,1
KH002003,2023-07-01,2023-09-30,1
KH002004,2023-07-01,2023-09-30,1
KH002005,2023-07-01,2023-09-30,1
KH002006,2023-07-01,2023-09-30,1
KH002007,2023-07-01,2023-09-30,1
KH002008,2023-07-01,2023-09-30,1
KH002009,2023-07-01,2023-09-30,1
KH002010,2023-07-01,2023-09-30,0
KH002011,2023-07-01,2023-09-30,1
KH002012,2023-07-01,2023-09-30,0
KH002013,2023-07-01,2023-09-30,1
KH002014,2023-07-01,2023-09-30,1
KH002015,2023-07-01,2023-09-30,0
KH002016,2023-07-01,2023-09-30,1
KH002017,2023-07-01,2023-09-30,1
KH002018,2023-07-01,2023-09-30,1
KH002019,2023-07-01,2023-09-30,0
KH002020,2023-07-01,2023-09-30,1
KH002021,2023-07-01,2023-09-30,1
KH002022,2023-07-01,2023-09-30,1
KH002023,2023-07-01,2023-09-30,0
KH002024,2023-07-01,2023-09-30,1
KH002025,2023-07-01,2023-09-30,1
KH002026,2023-07-01,2023-09-30,0
KH002027,2023-07-01,2023-09-30,1
KH002028,2023-07-01,2023-09-30,0
KH002029,2023-07-01,2023-09-30,1
KH002030,2023-07-01,2023-09-30,1
KH002031,2023-07-01,2023-09-30,1
KH002032,2023-07-01,2023-09-30,1
KH002033,2023-07-01,2023-09-30,1
KH002034,2023-07-01,2023-09-30,1
KH002035,2023-07-01,2023-09-30,1
KH002036,2023-07-01,2023-09-30,1
KH002037,2023-07-01,2023-09-30,0
KH002038,2023-07-01,2023-09-30,1
KH002039,2023-07-01,2023-09-30,1
KH002040,2023-07-01,2023-09-30,1
KH002041,2023-07-01,2023-09-30,1
KH002042,2023-07-01,2023-09-30,0
KH002043,2023-07-01,2023-09-30,1
KH002044,2023-07-01,2023-09-30,1
KH002045,2023-07-01,2023-09-30,0
KH002046,2023-07-01,2023-09-30,1
KH002047,2023-07-01,2023-09-30,1
KH002048,2023-07-01,2023-09-30,1
KH002049,2023-07-01,2023-09-30,1
KH002050,2023-07-01,2023-09-30,1
KH002051,2023-07-01,2023-09-30,1
KH002052,2023-07-01,2023-09-30,1
