customer_id,arm,propensity_score,predicted_label,contacted,contact_date,label_window_start,label_window_end,converted,conversion_date
KH023803,A,0.956,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-07-21
KH021488,A,0.8765,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-26
KH022623,A,0.5713,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH020175,A,0.97,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-11
KH022419,A,0.8524,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-18
KH021409,A,0.4926,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-09-06
KH023195,A,0.9901,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-29
KH021259,A,0.4591,1,1,2025-07-07,2025-07-01,2025-09-30,0,
KH020448,A,0.3652,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-09-12
KH020102,A,0.6872,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-09-07
KH021174,A,0.5186,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-08-02
KH022345,A,0.9932,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-07-22
KH022365,A,0.6306,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-09
KH021733,A,0.4018,1,1,2025-07-11,2025-07-01,2025-09-30,0,
KH020087,A,0.5855,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-26
KH021609,A,0.8943,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-09-02
KH022439,A,0.9587,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-18
KH021899,A,0.9482,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-08-08
KH023693,A,0.5379,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH023691,A,0.5604,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-08-15
KH023090,A,0.9378,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-08-11
KH020160,A,0.5395,1,1,2025-07-07,2025-07-01,2025-09-30,0,
KH021188,A,0.4875,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-05
KH022442,A,0.3976,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH021085,A,0.636,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-10
KH020910,A,0.5001,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-08-18
KH024065,A,0.5057,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-05
KH023701,A,0.9885,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-21
KH021378,A,0.9727,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-19
KH020944,A,0.6017,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-08-27
KH022740,A,0.9816,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-02
KH021244,A,0.8334,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-19
KH024824,A,0.9883,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-30
KH021953,A,0.3433,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH021386,A,0.9709,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-09-07
KH022120,A,0.8497,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-08-16
KH021614,A,0.5838,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-31
KH021298,A,0.9891,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-16
KH022571,A,0.3736,1,1,2025-07-12,2025-07-01,2025-09-30,0,
KH023446,A,0.2836,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-03
KH023183,A,0.6915,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-05
KH020327,A,0.8457,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH022231,A,0.5081,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-30
KH022746,A,0.9695,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-22
KH022068,A,0.9887,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-01
KH020559,A,0.9864,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-09-14
KH023860,A,0.6363,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-14
KH021218,A,0.9845,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-04
KH023630,A,0.9523,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-09-29
KH022075,A,0.9687,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-09-13
KH020527,A,0.9857,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-23
KH024135,A,0.5374,1,1,2025-07-10,2025-07-01,2025-09-30,0,
KH020196,A,0.7619,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-07-22
KH020218,A,0.7598,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-29
KH020436,A,0.7734,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-12
KH021416,A,0.314,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH023972,A,0.9815,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-08-04
KH021861,A,0.3457,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-30
KH023088,A,0.9905,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-09-18
KH020323,A,0.4557,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-11
KH021476,A,0.4355,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH020178,A,0.527,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-04
KH024257,A,0.3526,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-09-20
KH021576,A,0.9703,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-07-25
KH021394,A,0.8116,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH023365,A,0.9926,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-03
KH022608,A,0.9925,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-21
KH024297,A,0.2522,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-06
KH022168,A,0.3236,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-08
KH022344,A,0.4985,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-25
KH020226,A,0.4721,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH023505,A,0.3911,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-13
KH020091,A,0.9656,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-18
KH021088,A,0.8728,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-07-06
KH022119,A,0.3945,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH023093,A,0.4223,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-09-21
KH022710,A,0.987,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-09-21
KH020879,A,0.3871,1,1,2025-07-02,2025-07-01,2025-09-30,0,
KH021081,A,0.5947,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-19
KH021210,A,0.4975,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH020597,A,0.8271,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH023431,A,0.8392,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-21
KH021405,A,0.9592,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-07
KH022745,A,0.2844,1,1,2025-07-12,2025-07-01,2025-09-30,0,
KH024827,A,0.9175,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH020720,A,0.9148,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-21
KH020877,A,0.5091,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH023806,A,0.3927,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-08-19
KH022892,A,0.8069,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-09-01
KH022234,A,0.9842,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-07
KH021929,A,0.4093,1,1,2025-07-11,2025-07-01,2025-09-30,0,
KH021076,A,0.9392,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-09-24
KH021108,A,0.3686,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH020192,A,0.4766,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-21
KH021148,A,0.991,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-21
KH020462,A,0.9826,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-08
KH020307,A,0.9783,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-23
KH021942,A,0.6119,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-09-23
KH024203,A,0.5803,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH021635,A,0.3552,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH020567,A,0.474,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-29
KH021436,A,0.4939,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-21
KH020200,A,0.3791,1,1,2025-07-07,2025-07-01,2025-09-30,0,
KH023389,A,0.575,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-21
KH021714,A,0.9832,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-08-21
KH020296,A,0.9812,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-07-21
KH020390,A,0.4811,1,1,2025-07-10,2025-07-01,2025-09-30,0,
KH023747,A,0.9844,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-09
KH024387,A,0.7902,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-29
KH020287,A,0.7913,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-08-27
KH024278,A,0.9663,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-28
KH023901,A,0.4557,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-07-08
KH021741,A,0.427,1,1,2025-07-11,2025-07-01,2025-09-30,0,
KH024595,A,0.3958,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-29
KH022932,A,0.9902,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-21
KH023533,A,0.4207,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-03
KH020118,A,0.7843,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-15
KH021387,A,0.5501,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-12
KH020391,A,0.4511,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-24
KH024202,A,0.9649,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-05
KH020235,A,0.9693,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-27
KH022353,A,0.8235,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-11
KH020964,A,0.98,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-07-07
KH022979,A,0.9896,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-08-27
KH022433,A,0.417,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-08
KH023959,A,0.9899,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-09-19
KH024149,A,0.9305,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-25
KH020836,A,0.4412,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH024832,A,0.6917,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-05
KH020493,A,0.989,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-10
KH024408,A,0.9812,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-31
KH021975,A,0.3971,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-21
KH020583,A,0.9929,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-07-02
KH024336,A,0.9814,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-08-01
KH024671,A,0.984,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-08-01
KH022866,A,0.3456,1,1,2025-07-12,2025-07-01,2025-09-30,0,
KH020210,A,0.978,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-09
KH024432,A,0.9921,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-25
KH022656,A,0.9906,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-09-27
KH020428,A,0.9341,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-30
KH023752,A,0.9894,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-01
KH023169,A,0.5464,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH023801,A,0.5547,1,1,2025-07-08,2025-07-01,2025-09-30,0,
KH024768,A,0.9814,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-08
KH023292,A,0.9841,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-16
KH024467,A,0.9503,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-21
KH020688,A,0.9912,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-07
KH022377,A,0.9935,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-13
KH022888,A,0.9839,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-27
KH023239,A,0.4627,1,1,2025-07-06,2025-07-01,2025-09-30,0,
KH024042,A,0.746,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-07-29
KH023402,A,0.7234,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-27
KH024729,A,0.8245,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-23
KH021130,A,0.7554,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-22
KH023322,A,0.9283,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-25
KH020204,A,0.5889,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-19
KH020940,A,0.9674,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-08-08
KH022504,A,0.7932,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-08
KH021615,A,0.3741,1,1,2025-07-10,2025-07-01,2025-09-30,0,
KH024251,A,0.7937,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-05
KH024140,A,0.5271,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH020333,A,0.9767,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-09-02
KH023277,A,0.9592,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-09-27
KH023965,A,0.9931,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-15
KH024573,A,0.9916,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-04
KH023425,A,0.3803,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH024259,A,0.9751,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-09-24
KH024262,A,0.9775,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-23
KH022940,A,0.5875,1,1,2025-07-12,2025-07-01,2025-09-30,0,
KH023839,A,0.5236,1,1,2025-07-14,2025-07-01,2025-09-30,0,
KH020120,A,0.9754,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-13
KH022784,A,0.973,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-09-08
KH021932,A,0.4713,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-27
KH020097,A,0.8411,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-07-04
KH023175,A,0.9571,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-07-26
KH024999,A,0.5205,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH024375,A,0.9901,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-21
KH024981,A,0.4465,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-07-04
KH021080,A,0.3118,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-20
KH021186,A,0.9816,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-04
KH024534,A,0.5826,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH024961,A,0.5155,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-27
KH022426,A,0.9893,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-07-24
KH023165,A,0.4812,1,1,2025-07-02,2025-07-01,2025-09-30,0,
KH020659,A,0.9798,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-08-29
KH021971,A,0.6611,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-09-21
KH021577,A,0.917,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-14
KH023590,A,0.4347,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-31
KH024602,A,0.7524,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-17
KH022066,A,0.4844,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-08-24
KH024608,A,0.3924,1,1,2025-07-01,2025-07-01,2025-09-30,0,
KH022228,A,0.5128,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-16
KH023861,A,0.398,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-14
KH021747,A,0.9105,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-04
KH022206,A,0.4278,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-29
KH021557,A,0.9567,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-09-16
KH024308,A,0.4776,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-09
KH024615,A,0.508,1,1,2025-07-10,2025-07-01,2025-09-30,0,
KH022750,A,0.9249,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-10
KH024232,A,0.4407,1,1,2025-07-02,2025-07-01,2025-09-30,0,
KH021057,A,0.9885,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-09-08
KH020805,A,0.9882,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-08-20
KH021755,A,0.7992,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-08-04
KH021816,A,0.6878,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-09-07
KH024562,A,0.3768,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH022738,A,0.9895,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-12
KH021838,A,0.7297,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-28
KH021699,A,0.9451,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-08
KH022213,A,0.2884,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-24
KH020480,A,0.4869,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-10
KH023178,A,0.9872,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-08-29
KH021272,A,0.2671,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-24
KH024700,A,0.9088,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-30
KH021427,A,0.6772,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-30
KH020835,A,0.4377,1,1,2025-07-06,2025-07-01,2025-09-30,0,
KH020636,A,0.9812,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-14
KH024287,A,0.3874,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-16
KH024587,A,0.8362,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-27
KH022055,A,0.4073,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH023056,A,0.6331,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-25
KH020922,A,0.9861,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-26
KH020809,A,0.3462,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH022341,A,0.9918,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-09-08
KH024549,A,0.5247,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-08-01
KH022806,A,0.9645,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-09-26
KH020270,A,0.7437,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH020991,A,0.9949,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-14
KH021986,A,0.7893,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-21
KH020543,A,0.6533,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-09-25
KH022233,A,0.5803,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-18
KH024118,A,0.9361,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-09-23
KH020079,A,0.8709,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-08-10
KH021961,A,0.338,1,1,2025-07-01,2025-07-01,2025-09-30,0,
KH021267,A,0.5423,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-09
KH020047,A,0.9766,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-19
KH024250,A,0.9808,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-28
KH021870,A,0.7789,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-08
KH021730,A,0.5091,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-08
KH024694,A,0.2583,1,1,2025-07-14,2025-07-01,2025-09-30,0,
KH020633,A,0.9702,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-05
KH021856,A,0.3965,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-26
KH023643,A,0.821,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-16
KH022162,A,0.7984,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-09-24
KH022387,A,0.9677,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-08-09
KH020454,A,0.9919,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-10
KH023926,A,0.6836,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-09-01
KH020640,A,0.5864,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-07
KH020526,A,0.431,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH020373,A,0.3559,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-09-24
KH024611,A,0.4676,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-09-23
KH023897,A,0.9894,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-14
KH022731,A,0.564,1,1,2025-07-11,2025-07-01,2025-09-30,0,
KH022196,A,0.4141,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-26
KH021094,A,0.3826,1,1,2025-07-01,2025-07-01,2025-09-30,0,
KH021988,A,0.8275,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-07-03
KH023904,A,0.9915,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-08-11
KH023261,A,0.4602,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH022491,A,0.952,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-27
KH021507,A,0.9812,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-07-19
KH020857,A,0.974,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-07-12
KH020653,A,0.5604,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-08-10
KH022201,A,0.5067,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-09-10
KH023852,A,0.4224,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-07-15
KH021502,A,0.9707,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-11
KH022128,A,0.9863,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-12
KH022646,A,0.9193,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-03
KH024357,A,0.6723,1,1,2025-07-13,2025-07-01,2025-09-30,0,
KH024680,A,0.9159,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-08-02
KH021291,A,0.578,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-08
KH021275,A,0.9861,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-08-17
KH023628,A,0.9284,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-09-08
KH021033,A,0.9312,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-01
KH023254,A,0.5779,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH020920,A,0.8604,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-01
KH024743,A,0.9902,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-21
KH022759,A,0.9887,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-07-04
KH021460,A,0.507,1,1,2025-07-12,2025-07-01,2025-09-30,0,
KH024120,A,0.8611,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-27
KH020378,A,0.4848,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH022654,A,0.9882,1,1,2025-07-01,2025-07-01,2025-09-30,1,2025-07-20
KH021100,A,0.4501,1,1,2025-07-02,2025-07-01,2025-09-30,1,2025-07-05
KH024859,A,0.5787,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-09
KH021558,A,0.6913,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH024526,A,0.9621,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-08-13
KH023218,A,0.9902,1,1,2025-07-09,2025-07-01,2025-09-30,1,2025-08-16
KH021563,A,0.8907,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-09-23
KH022727,A,0.8653,1,1,2025-07-08,2025-07-01,2025-09-30,1,2025-07-03
KH020351,A,0.8674,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-09-28
KH021834,A,0.9843,1,1,2025-07-05,2025-07-01,2025-09-30,1,2025-09-28
KH024446,A,0.2997,1,1,2025-07-14,2025-07-01,2025-09-30,1,2025-08-04
KH023509,A,0.4916,1,1,2025-07-04,2025-07-01,2025-09-30,0,
KH023669,A,0.4453,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH021630,A,0.3962,1,1,2025-07-10,2025-07-01,2025-09-30,1,2025-07-23
KH024017,A,0.6162,1,1,2025-07-06,2025-07-01,2025-09-30,0,
KH024332,A,0.8844,1,1,2025-07-12,2025-07-01,2025-09-30,1,2025-07-15
KH023118,A,0.7156,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-09-22
KH023540,A,0.989,1,1,2025-07-13,2025-07-01,2025-09-30,1,2025-09-04
KH020475,A,0.9765,1,1,2025-07-03,2025-07-01,2025-09-30,1,2025-07-28
KH023139,A,0.3549,1,1,2025-07-15,2025-07-01,2025-09-30,0,
KH020482,A,0.4554,1,1,2025-07-09,2025-07-01,2025-09-30,0,
KH021372,A,0.5087,1,1,2025-07-01,2025-07-01,2025-09-30,0,
KH022822,A,0.9881,1,1,2025-07-07,2025-07-01,2025-09-30,1,2025-09-05
KH020014,A,0.994,1,1,2025-07-04,2025-07-01,2025-09-30,1,2025-08-16
KH024224,A,0.9869,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-07-21
KH021000,A,0.6253,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH022096,A,0.4971,1,1,2025-07-05,2025-07-01,2025-09-30,0,
KH023072,A,0.8076,1,1,2025-07-14,2025-07-01,2025-09-30,0,
KH020382,A,0.6246,1,1,2025-07-01,2025-07-01,2025-09-30,0,
KH024664,A,0.3828,1,1,2025-07-03,2025-07-01,2025-09-30,0,
KH022331,A,0.9862,1,1,2025-07-15,2025-07-01,2025-09-30,1,2025-07-06
KH022503,A,0.5785,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-28
KH021562,A,0.9253,1,1,2025-07-11,2025-07-01,2025-09-30,1,2025-08-15
KH023031,A,0.7609,1,1,2025-07-06,2025-07-01,2025-09-30,1,2025-09-10
